To,,4/15/2022,4/30/2022,5/15/2022,5/31/2022,6/15/2022,6/30/2022,7/15/2022,7/31/2022,8/15/2022,8/31/2022,9/15/2022,9/30/2022,10/15/2022,10/31/2022,11/15/2022,11/30/2022,12/15/2022,12/31/2022,1/15/2023,1/31/2023,2/15/2023,2/28/2023,3/15/2023,3/31/2023,4/15/2023
Case Receipts,, 20 , 18 , 32 , 13 , 3 , 5 , 11 , 5 , 7 , 12 , 10 , 24 , 27 , 24 , 22 , 27 , 24 , 11 , 23 , 10 , 10 , 15 , 8 , 8 , 8 
All Decisions,, 15 , 9 , 18 , 27 , 3 , 4 , 7 , 6 , 2 , 6 , 3 , 19 , 19 , 32 , 16 , 25 , 28 , 12 , 23 , 8 , 12 , 11 , 12 , 6 , 10 
Fear Established_Persecution (Y),, 4 , 1 , 6 ,, 1 , 1 , 2 , 3 , 1 , 2 , 2 , 8 , 5 , 10 , 11 , 11 , 18 , 5 , 11 , 3 , 4 , 1 , 3 , 3 , 4 
Fear Established_Torture (Y),, 2 ,, 1 , 2 ,,, 2 , 1 ,, 1 ,, 4 , 4 , 2 ,, 1 , 3 , 2 ,, 2 , 1 , 2 , 2 , 1 , 1 
Fear Not Established (N),, 9 , 8 , 10 , 24 , 2 , 3 , 3 , 2 , 1 , 3 , 1 , 7 , 9 , 18 , 5 , 11 , 7 , 5 , 12 , 3 , 7 , 8 , 7 , 2 , 5 
Administratively Closed,,,, 1 , 1 ,,,,,,,,, 1 , 2 ,, 2 ,,,,,,,,,
Credible Fear Cases Disaggregated by Adjudicator DHS Component and Occupational Series,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Adjudicator Component and Occupational Series,From,4/1/2022,4/16/2022,5/1/2022,5/16/2022,6/1/2022,6/16/2022,7/1/2022,7/16/2022,8/1/2022,8/16/2022,9/1/2022,9/16/2022,10/1/2022,10/16/2022,11/1/2022,11/16/2022,12/1/2022,12/16/2022,1/1/2023,1/16/2023,2/1/2023,2/16/2023,3/1/2023,3/16/2023,4/1/2023
,To,4/15/2022,4/30/2022,5/15/2022,5/31/2022,6/15/2022,6/30/2022,7/15/2022,7/31/2022,8/15/2022,8/31/2022,9/15/2022,9/30/2022,10/15/2022,10/31/2022,11/15/2022,11/30/2022,12/15/2022,12/31/2022,1/15/2023,1/31/2023,2/15/2023,2/28/2023,3/15/2023,3/31/2023,4/15/2023
"USCIS: GS-0930, GS-1801",All Decisions," 1,191 "," 1,124 ", 705 ," 1,381 "," 2,683 "," 3,283 "," 2,818 "," 2,900 "," 2,709 "," 2,812 "," 3,273 "," 3,033 "," 2,296 "," 3,208 "," 4,540 "," 3,431 "," 4,621 "," 3,140 "," 2,541 "," 4,131 "," 4,721 "," 4,349 "," 5,751 "," 5,335 "," 4,454 "
,Fear Established_Persecution (Y), 579 , 483 , 320 , 564 ," 1,048 ", 943 , 876 ," 1,102 "," 1,086 "," 1,073 "," 1,143 "," 1,188 ", 815 ," 1,257 "," 2,153 "," 1,698 "," 2,161 "," 1,630 "," 1,249 "," 1,712 "," 1,868 "," 1,766 "," 2,450 "," 2,398 "," 1,970 "
,Fear Established_Torture (Y), 132 , 130 , 93 , 229 , 409 , 493 , 517 , 517 , 385 , 402 , 559 , 458 , 405 , 548 , 896 , 718 ," 1,151 ", 684 , 523 , 908 ," 1,235 "," 1,304 "," 1,729 "," 1,691 "," 1,556 "
,Fear Not Established (N), 377 , 460 , 241 , 489 , 911 , 825 , 852 ," 1,126 "," 1,135 "," 1,219 "," 1,482 "," 1,190 ", 931 ," 1,211 "," 1,333 ", 829 , 893 , 578 , 621 ," 1,291 "," 1,405 "," 1,046 "," 1,204 "," 1,059 ", 771 
,Administratively Closed, 103 , 51 , 51 , 99 , 315 ," 1,022 ", 573 , 155 , 103 , 118 , 89 , 197 , 145 , 192 , 158 , 186 , 416 , 248 , 148 , 220 , 213 , 233 , 368 , 187 , 157 
"USCBP: GS-1895, GS-1896",All Decisions,,,,,,,,,,,,,,,,,,,,,,,,,
,Fear Established_Persecution (Y),,,,,,,,,,,,,,,,,,,,,,,,,
,Fear Established_Torture (Y),,,,,,,,,,,,,,,,,,,,,,,,,
,Fear Not Established (N),,,,,,,,,,,,,,,,,,,,,,,,,
,Administratively Closed, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Reasonable Fear Cases Disaggregated by Adjudicator DHS Component and Occupational Series,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Adjudicator Component and Occupational Series,From,4/1/2022,4/16/2022,5/1/2022,5/16/2022,6/1/2022,6/16/2022,7/1/2022,7/16/2022,8/1/2022,8/16/2022,9/1/2022,9/16/2022,10/1/2022,10/16/2022,11/1/2022,11/16/2022,12/1/2022,12/16/2022,1/1/2023,1/16/2023,2/1/2023,2/16/2023,3/1/2023,3/16/2023,4/1/2023
,To,4/15/2022,4/30/2022,5/15/2022,5/31/2022,6/15/2022,6/30/2022,7/15/2022,7/31/2022,8/15/2022,8/31/2022,9/15/2022,9/30/2022,10/15/2022,10/31/2022,11/15/2022,11/30/2022,12/15/2022,12/31/2022,1/15/2023,1/31/2023,2/15/2023,2/28/2023,3/15/2023,3/31/2023,4/15/2023
"USCIS: GS-0930, GS-1801",All Decisions, 263 , 274 , 268 , 349 , 334 , 290 , 238 , 253 , 289 , 298 , 293 , 397 , 305 , 339 , 365 , 323 , 398 , 293 , 288 , 425 , 360 , 273 , 385 , 427 , 350 
,Fear Established_Persecution (Y), 54 , 49 , 55 , 41 , 68 , 60 , 44 , 58 , 57 , 48 , 68 , 64 , 60 , 65 , 105 , 64 , 100 , 57 , 71 , 90 , 57 , 37 , 65 , 70 , 63 
,Fear Established_Torture (Y), 32 , 26 , 34 , 47 , 38 , 40 , 39 , 41 , 47 , 31 , 46 , 58 , 47 , 42 , 48 , 47 , 62 , 43 , 38 , 83 , 68 , 62 , 67 , 67 , 52 
,Fear Not Established (N), 142 , 158 , 134 , 212 , 184 , 134 , 111 , 125 , 137 , 157 , 132 , 201 , 146 , 149 , 157 , 137 , 174 , 135 , 139 , 184 , 173 , 128 , 166 , 178 , 164 
,Administratively Closed, 37 , 42 , 49 , 54 , 48 , 60 , 50 , 37 , 54 , 67 , 56 , 83 , 62 , 88 , 68 , 84 , 76 , 66 , 51 , 84 , 74 , 56 , 94 , 120 , 82 
"USCBP: GS-1895, GS-18964",All Decisions,,,,,,,,,,,,,,,,,,,,,,,,,
,Fear Established_Persecution (Y),,,,,,,,,,,,,,,,,,,,,,,,,
,Fear Established_Torture (Y),,,,,,,,,,,,,,,,,,,,,,,,,
,Fear Not Established (N), - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
,Administratively Closed, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
,,,,,,,,,,,,,,,,,,,,,,,,,,
Table Key,,,,,,,,,,,,,,,,,,,,,,,,,,
"All Refugee Officers, occupational series 1801, CBP Officers, occupational series 1895, and Border Patrol Agents, occupational series 1896, who conduct credible fear and reasonable fear screening determinations, have been trained in accordance with the regulatory and statutory requirements for Asylum Officers, occupational series 0930.  Additionally, all credible fear and reasonable fear screening determinations are reviewed by either a Supervisory Asylum Officer, occupational series 0930 or one of a small number of Supervisory Refugee Officers, occupational series 1801, serving in the capacity of Supervisory Asylum Officers. The Supervisory Refugee Officers are either former asylum officers or have been trained and have experience consistent with the regulatory and statutory requirements to conduct reviews of these cases.",,,,,,,,,,,,,,,,,,,,,,,,,,
- Represents 0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
"For more information on our reports, visit the Understanding Our Data page.",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Footnotes,,,,,,,,,,,,,,,,,,,,,,,,,,
"1 Case receipts are grouped by date of receipt, decisions are grouped by date of completion",,,,,,,,,,,,,,,,,,,,,,,,,,
"2 Case receipts and completions subject to the Third Country Transit Bar - Interim Final Rule for June 2020 do not include any cases affected by the vacatur of the Third-Country Transit Bar on June 30, 2020 in CAIR v. Trump, 19-cv-02117, June 30, 2020 (D.D.C)",,,,,,,,,,,,,,,,,,,,,,,,,,
3 Only single adults have been screened at the Family Residential Centers.,,,,,,,,,,,,,,,,,,,,,,,,,,
4 USCBP adjudicators have not been assigned any reasonable fear cases to date,,,,,,,,,,,,,,,,,,,,,,,,,,</p></body>
